building,point,view
hanson,473,11
wainscott,402,2
lakeville,515,14
marstons,636,1
wainscott,1599,14
hanson,473,1
beechwood,16,0
shelbyville,1325,1
pinesdale,487,4
lindenwood,535,2
woodbine,1291,13
leonardo,788,5
leonardo,2093,3
wainscott,665,0
ranchester,1227,3
pomaria,1491,1
woodbine,1023,3
klickitat,1554,6
lakeville,1322,1
lakeville,1064,3
coffeen,259,3
pomaria,899,3
hiteman,627,5
pomaria,1625,5
klickitat,1965,1
shelbyville,630,0
lakeville,1586,9
woodbine,1216,0
shelbyville,89,1
lindenwood,836,15
marstons,1206,0
woodbine,1760,6
benevolence,319,2
hiteman,368,0
klickitat,287,3
klickitat,580,2
marstons,1773,0
wainscott,1651,12
tolstoy,865,0
cosmos,97,2
coffeen,1486,5
tolstoy,459,5
hanson,1318,18
mifflinburg,188,0
woodbine,1644,11
leonardo,1279,7
merom,187,5
klickitat,1914,11
woodbine,440,8
pinesdale,961,3
coffeen,469,0
ranchester,1422,6
merom,63,5
wainscott,876,3
newfields,30,2
tolstoy,810,2
hiteman,667,4
coffeen,1157,2
pinesdale,1008,1
marstons,507,3
shelbyville,1487,7
tolstoy,1255,6
hanson,931,1
hanson,866,0
newfields,192,2
cosmos,1010,7
marstons,2190,7
mifflinburg,255,3
ranchester,535,1
lakeville,203,2
marstons,494,2
hanson,1022,4
leonardo,374,5
leonardo,529,6
pinesdale,1095,7
lindenwood,1404,2
lindenwood,60,11
leonardo,2022,1
newfields,469,2
hiteman,1333,2
merom,355,2
beechwood,755,10
benevolence,436,9
coffeen,1209,2
pinesdale,680,7
wainscott,1778,6
hanson,1549,6
allensville,263,4
lakeville,821,3
pinesdale,1492,8
beechwood,516,9
hanson,1239,5
klickitat,1962,4
lindenwood,865,4
leonardo,2098,2
stockman,1275,0
benevolence,566,2
shelbyville,1322,1
hiteman,1447,9
klickitat,2226,2
forkland,162,0
klickitat,115,2
marstons,158,0
pinesdale,1342,2
pomaria,815,5
klickitat,643,2
marstons,1157,2
marstons,1771,6
mifflinburg,390,1
marstons,2135,7
lindenwood,311,1
coffeen,220,4
lakeville,1670,10
wainscott,1463,0
newfields,1585,5
lakeville,1258,0
lakeville,1390,0
leonardo,2085,4
lindenwood,643,2
ranchester,1185,4
merom,537,7
woodbine,1654,11
leonardo,1650,0
shelbyville,2057,4
klickitat,1541,7
onaga,264,5
wainscott,503,14
woodbine,1593,4
beechwood,327,0
lindenwood,1919,14
pomaria,85,3
pinesdale,72,3
woodbine,951,2
tolstoy,968,12
tolstoy,794,0
stockman,1524,2
tolstoy,420,8
hanson,586,2
woodbine,638,8
beechwood,685,11
marstons,1908,3
pinesdale,1184,10
pomaria,429,4
marstons,2350,0
marstons,899,8
mifflinburg,654,11
merom,918,10
shelbyville,1384,4
wainscott,96,12
merom,367,3
hanson,533,2
pinesdale,404,8
woodbine,1959,2
lakeville,194,4
tolstoy,1237,9
coffeen,255,10
ranchester,58,3
cosmos,278,8
woodbine,1376,10
pomaria,759,10
klickitat,1900,3
lindenwood,457,0
wainscott,954,4
lindenwood,2182,4
tolstoy,41,1
mifflinburg,220,0
klickitat,1953,13
wainscott,1025,6
beechwood,1069,13
lakeville,10,9
coffeen,525,0
ranchester,800,3
hiteman,452,0
stockman,238,1
merom,702,5
coffeen,605,1
forkland,315,2
hiteman,477,3
cosmos,255,1
marstons,199,0
hiteman,840,6
beechwood,438,1
klickitat,221,9
wainscott,999,8
marstons,1398,13
shelbyville,1502,2
benevolence,542,4
tolstoy,963,5
ranchester,787,5
ranchester,866,0
lakeville,1779,2
lindenwood,1735,14
hiteman,1182,0
lakeville,808,3
klickitat,724,7
shelbyville,1693,3
lindenwood,1717,2
stockman,1489,2
woodbine,951,0
shelbyville,1497,1
tolstoy,950,5
hiteman,1168,4
hiteman,252,9
klickitat,953,1
ranchester,64,1
pinesdale,793,0
marstons,1064,4
shelbyville,1452,2
tolstoy,1231,2
klickitat,740,6
cosmos,889,0
tolstoy,1749,1
klickitat,2112,5
lindenwood,765,0
wainscott,1612,4
lakeville,1270,3
marstons,755,2
tolstoy,1209,3
merom,525,2
newfields,132,5
newfields,267,6
lindenwood,1362,0
stockman,1602,2
newfields,213,13
beechwood,785,0
pomaria,806,1
newfields,36,1
tolstoy,519,2
lakeville,1618,0
onaga,335,2
allensville,159,3
stockman,1063,0
lindenwood,2263,0
woodbine,660,8
pomaria,1444,4
newfields,271,2
marstons,655,3
newfields,966,11
merom,735,2
tolstoy,729,1
woodbine,268,4
coffeen,331,2
coffeen,1364,2
lindenwood,1428,4
newfields,932,2
lakeville,180,1
hiteman,458,1
hanson,1164,6
ranchester,416,7
stockman,1128,2
hanson,760,0
shelbyville,781,12
pomaria,469,8
wainscott,1727,4
hanson,166,5
pomaria,1165,0
cosmos,869,2
forkland,366,2
hanson,502,4
leonardo,904,4
tolstoy,877,6
tolstoy,1780,1
pinesdale,716,2
beechwood,684,4
hanson,665,0
wainscott,925,11
leonardo,1863,13
beechwood,273,3
shelbyville,1269,9
hiteman,958,2
lakeville,1654,5
beechwood,930,8
newfields,477,3
tolstoy,1011,10
ranchester,543,7
wainscott,529,9
ranchester,873,2
marstons,729,8
klickitat,1266,3
klickitat,1879,7
tolstoy,528,3
forkland,714,0
tolstoy,1793,1
shelbyville,1692,1
klickitat,631,4
wainscott,1200,0
shelbyville,749,4
hanson,369,0
tolstoy,1017,6
pomaria,289,8
newfields,451,3
leonardo,1086,4
allensville,498,2
marstons,44,0
beechwood,481,3
ranchester,890,1
stockman,1572,4
lindenwood,2524,2
benevolence,243,11
marstons,1034,7
newfields,1421,6
marstons,2409,2
lakeville,1799,20
hanson,72,6
stockman,342,3
marstons,2214,1
newfields,218,2
coffeen,481,10
klickitat,512,1
pinesdale,1367,3
klickitat,537,12
woodbine,26,6
mifflinburg,86,1
tolstoy,547,4
hanson,1168,1
hiteman,1519,3
merom,655,3
lindenwood,1458,6
marstons,2150,3
leonardo,537,0
lindenwood,1977,11
forkland,1098,2
ranchester,437,9
coffeen,436,2
klickitat,233,12
wainscott,1335,2
leonardo,1940,0
pinesdale,985,2
pinesdale,888,0
marstons,2067,0
shelbyville,2033,2
lindenwood,733,6
newfields,660,4
lakeville,388,7
marstons,2606,2
wainscott,379,11
hiteman,1649,2
wainscott,127,7
leonardo,754,12
leonardo,1671,7
leonardo,1029,1
hiteman,518,4
onaga,518,3
mifflinburg,261,3
newfields,824,9
leonardo,1321,8
shelbyville,2167,3
ranchester,775,1
lakeville,1325,1
hanson,1162,0
klickitat,206,1
wainscott,672,4
woodbine,1480,6
cosmos,804,7
wainscott,64,1
wainscott,96,15
mifflinburg,307,2
leonardo,815,10
ranchester,950,9
pomaria,105,3
ranchester,1116,8
shelbyville,275,7
pomaria,850,4
lakeville,1455,14
onaga,574,1
lindenwood,713,2
coffeen,289,1
klickitat,914,10
ranchester,708,0
wainscott,166,2
marstons,2325,2
tolstoy,1113,0
wainscott,755,3
pomaria,1331,3
benevolence,899,3
merom,756,4
shelbyville,837,7
hanson,714,7
forkland,942,4
beechwood,741,0
lindenwood,2572,0
wainscott,253,8
ranchester,933,7
hanson,1456,4
klickitat,948,3
shelbyville,2126,1
pomaria,1241,0
pomaria,96,0
merom,57,2
lindenwood,872,1
hiteman,1286,7
coffeen,1065,0
newfields,1000,3
lindenwood,1647,5
woodbine,1269,2
wainscott,15,4
forkland,162,2
wainscott,1443,3
shelbyville,1058,1
lindenwood,1053,0
mifflinburg,72,1
klickitat,335,4
wainscott,51,14
forkland,826,2
lakeville,636,4
hiteman,727,1
stockman,1401,4
forkland,773,0
wainscott,1389,0
pomaria,1483,0
leonardo,1546,1
beechwood,493,3
marstons,1238,4
hiteman,687,2
beechwood,381,2
leonardo,1183,4
hiteman,400,11
leonardo,1119,2
marstons,1341,11
woodbine,1432,5
cosmos,830,2
shelbyville,1748,0
lindenwood,2065,3
shelbyville,553,11
lakeville,1543,1
lakeville,1136,7
wainscott,859,12
marstons,429,0
leonardo,1920,9
shelbyville,1291,0
lakeville,1471,4
stockman,1123,4
newfields,114,3
wainscott,682,1
newfields,69,6
woodbine,661,5
forkland,78,1
hiteman,118,6
lakeville,227,13
marstons,1442,5
pomaria,612,3
allensville,106,4
benevolence,541,1
hanson,356,4
hanson,804,3
ranchester,82,2
lindenwood,2129,9
klickitat,755,2
klickitat,3,11
forkland,298,2
shelbyville,1891,4
shelbyville,1619,3
klickitat,952,7
pinesdale,1307,9
pomaria,896,0
ranchester,1512,1
woodbine,1966,1
wainscott,756,0
lindenwood,605,1
wainscott,325,5
hiteman,256,5
tolstoy,186,0
lindenwood,2556,3
newfields,358,3
merom,682,0
hanson,494,2
marstons,1839,15
onaga,669,9
lakeville,1720,12
marstons,1845,3
klickitat,1458,0
wainscott,1302,4
klickitat,735,7
lakeville,1872,2
leonardo,435,1
klickitat,1534,8
ranchester,272,5
klickitat,398,4
leonardo,1286,2
cosmos,438,6
tolstoy,1103,0
hiteman,977,0
klickitat,298,2
pomaria,1023,10
klickitat,680,2
marstons,2090,0
pomaria,924,1
stockman,1263,7
newfields,991,2
woodbine,692,11
lindenwood,388,2
marstons,2287,1
klickitat,134,0
marstons,792,9
hanson,754,4
lindenwood,833,6
shelbyville,879,1
lindenwood,513,1
wainscott,613,2
stockman,1504,1
marstons,2106,1
lindenwood,2260,6
lakeville,531,2
lakeville,534,1
forkland,1124,4
lakeville,1496,0
shelbyville,1283,3
woodbine,774,0
lakeville,1318,3
marstons,133,5
hanson,631,1
ranchester,317,1
klickitat,694,7
lindenwood,2009,3
merom,456,7
tolstoy,249,6
merom,887,0
hanson,175,6
newfields,1248,3
shelbyville,440,12
woodbine,705,4
wainscott,118,1
lakeville,83,3
marstons,1981,7
lakeville,183,8
klickitat,157,10
ranchester,281,1
leonardo,1150,1
marstons,17,5
beechwood,111,6
lakeville,875,14
hiteman,200,2
newfields,874,1
marstons,1693,2
klickitat,1523,1
marstons,805,7
woodbine,1508,12
tolstoy,294,8
stockman,442,4
marstons,396,5
mifflinburg,134,5
tolstoy,775,0
pomaria,253,5
coffeen,325,3
newfields,988,7
klickitat,1790,6
hanson,1279,6
hiteman,337,3
pomaria,12,5
lakeville,78,2
shelbyville,453,9
benevolence,889,3
cosmos,216,1
lakeville,1643,0
mifflinburg,469,0
marstons,1698,3
hanson,418,2
lakeville,573,3
tolstoy,982,0
hiteman,1402,1
benevolence,20,2
pinesdale,1027,5
wainscott,1137,0
wainscott,39,0
lakeville,1376,0
pinesdale,1437,1
wainscott,433,10
onaga,147,11
marstons,1336,5
coffeen,263,0
marstons,1650,3
stockman,0,0
lindenwood,685,15
pomaria,1080,13
klickitat,796,0
shelbyville,1491,4
stockman,1505,1
tolstoy,110,1
cosmos,738,5
ranchester,1402,5
ranchester,102,1
lindenwood,1435,8
wainscott,1732,2
lindenwood,876,1
tolstoy,977,1
coffeen,980,4
hanson,382,4
forkland,850,5
woodbine,138,8
tolstoy,1007,2
klickitat,2015,2
hanson,556,7
coffeen,1423,0
woodbine,1069,15
shelbyville,292,11
tolstoy,146,0
mifflinburg,968,8
lindenwood,44,0
ranchester,941,2
leonardo,2007,10
lakeville,1800,6
lakeville,1249,1
shelbyville,2403,2
mifflinburg,1,0
benevolence,916,4
mifflinburg,137,0
klickitat,738,10
marstons,1248,2
woodbine,1396,0
coffeen,197,2
ranchester,533,3
wainscott,1448,1
woodbine,680,2
lakeville,10,10
lindenwood,123,3
marstons,537,4
pinesdale,1459,0
merom,995,0
stockman,856,5
pinesdale,253,0
onaga,255,1
beechwood,216,4
marstons,812,9
coffeen,1422,1
forkland,399,8
shelbyville,702,6
shelbyville,1150,1
hiteman,590,0
pomaria,553,13
leonardo,503,1
onaga,395,7
hiteman,154,2
woodbine,930,3
klickitat,1221,2
allensville,122,4
marstons,1635,1
lakeville,904,1
shelbyville,1831,4
pomaria,734,1
woodbine,306,3
wainscott,1144,0
shelbyville,1697,13
leonardo,1825,6
marstons,356,1
pomaria,688,10
newfields,659,2
woodbine,1755,2
lindenwood,205,0
lindenwood,597,1
lakeville,1264,1
ranchester,512,2
ranchester,1541,3
shelbyville,863,4
klickitat,1240,3
lindenwood,2160,3
klickitat,1343,2
shelbyville,2797,3
hanson,1496,0
forkland,1027,1
wainscott,415,14
leonardo,1105,2
tolstoy,420,3
klickitat,861,8
newfields,441,7
shelbyville,784,11
shelbyville,2132,11
klickitat,948,6
benevolence,682,3
ranchester,1070,3
lakeville,278,2
allensville,478,3
coffeen,789,7
klickitat,140,0
leonardo,886,4
tolstoy,904,3
wainscott,832,1
lakeville,1171,3
wainscott,1217,3
wainscott,545,3
pomaria,1468,0
stockman,413,8
leonardo,946,4
benevolence,561,0
hanson,846,4
ranchester,417,5
woodbine,707,2
woodbine,1678,2
merom,927,5
beechwood,1119,7
tolstoy,1768,1
beechwood,761,5
woodbine,651,0
leonardo,384,0
tolstoy,188,5
lakeville,929,1
shelbyville,2714,3
klickitat,1811,9
pomaria,664,1
shelbyville,859,9
hanson,818,0
lakeville,1520,2
allensville,115,3
shelbyville,697,0
shelbyville,365,4
cosmos,201,4
marstons,1916,3
leonardo,1082,5
marstons,529,10
onaga,457,1
shelbyville,1426,3
leonardo,2072,2
shelbyville,2660,5
benevolence,794,1
leonardo,820,5
lindenwood,1019,2
newfields,1458,10
ranchester,1392,7
newfields,385,3
tolstoy,366,3
wainscott,1675,9
woodbine,1264,3
allensville,426,1
ranchester,423,0
lindenwood,1109,4
wainscott,984,3
klickitat,1764,6
woodbine,1368,1
shelbyville,2215,8
beechwood,674,3
lakeville,181,1
klickitat,1848,4
forkland,353,1
allensville,176,7
stockman,566,3
stockman,37,7
benevolence,791,1
leonardo,1526,14
onaga,315,2
stockman,1609,5
shelbyville,2224,2
pomaria,96,10
wainscott,902,1
woodbine,675,10
lakeville,166,4
benevolence,173,0
stockman,247,6
lakeville,110,0
marstons,2438,5
tolstoy,1509,7
ranchester,1312,2
marstons,689,0
hiteman,1209,11
hanson,1513,3
merom,13,1
lindenwood,1376,7
lakeville,768,3
woodbine,1963,3
hanson,367,0
lindenwood,284,2
lakeville,368,2
ranchester,1332,2
newfields,59,0
leonardo,1635,3
marstons,71,1
coffeen,1003,3
klickitat,1504,4
coffeen,648,3
tolstoy,1555,8
shelbyville,597,10
pinesdale,224,5
leonardo,1661,0
merom,1087,10
woodbine,1615,0
marstons,2019,1
stockman,875,3
hiteman,795,10
mifflinburg,858,0
marstons,1643,1
leonardo,966,1
lindenwood,1448,1
hiteman,591,4
tolstoy,204,3
ranchester,730,2
shelbyville,1157,2
newfields,1417,1
ranchester,1592,5
ranchester,234,0
wainscott,1151,0
stockman,103,1
hanson,1635,7
marstons,546,9
pomaria,89,0
coffeen,816,1
coffeen,227,8
beechwood,723,1
ranchester,1150,9
newfields,221,16
leonardo,730,6
shelbyville,2677,1
lakeville,1463,0
newfields,1070,7
klickitat,1484,2
benevolence,156,10
woodbine,519,3
lindenwood,1235,1
hiteman,1350,5
woodbine,1992,1
forkland,1009,7
marstons,2577,0
stockman,747,14
woodbine,825,4
marstons,1907,3
tolstoy,878,5
tolstoy,249,1
cosmos,70,3
cosmos,197,8
leonardo,1818,1
hiteman,1749,0
onaga,325,0
woodbine,928,3
marstons,2455,0
lakeville,268,9
wainscott,1532,2
marstons,2490,4
newfields,1340,4
shelbyville,1494,8
leonardo,988,1
ranchester,1328,4
lakeville,1258,3
hiteman,142,0
newfields,32,18
marstons,1006,1
marstons,1921,10
tolstoy,714,6
mifflinburg,266,0
marstons,914,11
hiteman,1674,1
marstons,966,0
woodbine,899,5
klickitat,1229,4
leonardo,1378,3
woodbine,580,7
marstons,72,0
wainscott,891,1
cosmos,578,9
wainscott,1045,1
onaga,613,4
leonardo,1784,1
hanson,344,5
ranchester,787,2
leonardo,1223,2
tolstoy,332,8
allensville,248,0
lakeville,736,6
stockman,200,2
cosmos,403,0
lakeville,1403,1
newfields,274,9
lindenwood,147,1
woodbine,2015,9
coffeen,218,3
lakeville,1673,4
shelbyville,2184,14
hiteman,1746,2
leonardo,102,3
lindenwood,532,2
woodbine,1959,6
woodbine,1493,6
klickitat,1567,9
pomaria,705,5
marstons,1977,2
pinesdale,97,7
woodbine,529,0
shelbyville,2361,6
coffeen,695,1
marstons,1955,1
stockman,1255,3
woodbine,1836,5
pinesdale,999,2
lindenwood,1484,5
cosmos,443,2
klickitat,653,3
klickitat,1737,4
wainscott,126,0
cosmos,176,4
klickitat,1187,1
beechwood,820,6
lindenwood,1915,8
coffeen,566,4
hanson,273,3
ranchester,373,6
pomaria,543,12
leonardo,482,3
hanson,1064,7
klickitat,1037,6
shelbyville,1035,8
shelbyville,466,10
mifflinburg,72,11
hiteman,855,0
marstons,2602,2
hiteman,813,5
hiteman,1135,1
merom,265,3
shelbyville,2298,4
tolstoy,1787,0
hanson,52,6
ranchester,167,1
pinesdale,140,7
forkland,881,3
hiteman,214,0
stockman,479,1
pinesdale,605,2
hiteman,1261,8
ranchester,767,4
pinesdale,507,1
pomaria,1129,2
klickitat,2102,2
pomaria,519,0
onaga,281,2
tolstoy,1797,1
merom,455,2
onaga,446,4
wainscott,1608,9
cosmos,183,0
leonardo,231,5
hanson,424,7
cosmos,449,2
marstons,914,3
woodbine,1649,4
tolstoy,1720,1
tolstoy,908,1
wainscott,1582,4
marstons,971,2
cosmos,691,9
lakeville,1325,3
ranchester,1379,0
lindenwood,880,5
ranchester,578,2
lindenwood,204,5
wainscott,190,2
ranchester,653,1
newfields,1142,10
ranchester,791,3
shelbyville,1416,4
marstons,821,6
marstons,1586,12
marstons,1373,6
marstons,522,3
woodbine,1686,4
hiteman,101,1
newfields,793,8
woodbine,2015,2
klickitat,2157,2
hiteman,1585,3
beechwood,103,11
leonardo,190,14
ranchester,291,5
marstons,239,0
wainscott,72,9
shelbyville,697,3
cosmos,500,2
woodbine,2023,12
lindenwood,2539,0
woodbine,1620,2
onaga,610,8
pomaria,1127,6
cosmos,595,1
marstons,2129,3
leonardo,1098,7
beechwood,1153,1
marstons,1543,14
lindenwood,583,5
leonardo,605,3
wainscott,1598,6
hanson,1472,7
beechwood,272,1
coffeen,1403,2
marstons,639,3
newfields,1441,3
woodbine,1627,1
lakeville,1250,12
shelbyville,2624,5
hiteman,1556,6
wainscott,836,9
shelbyville,913,2
woodbine,368,4
lindenwood,46,4
klickitat,475,3
leonardo,1877,2
hiteman,1482,4
leonardo,1507,7
shelbyville,2358,1
lindenwood,2526,2
marstons,2396,1
klickitat,1987,0
marstons,2431,5
cosmos,615,3
hanson,1346,6
pomaria,1005,0
wainscott,1522,0
marstons,2494,1
hanson,733,3
merom,77,4
marstons,874,2
wainscott,1494,2
ranchester,92,3
stockman,1025,4
leonardo,1717,0
shelbyville,178,0
pomaria,764,6
stockman,386,3
woodbine,581,8
ranchester,265,2
lindenwood,491,5
woodbine,1176,2
woodbine,1003,10
pinesdale,1060,5
newfields,1187,8
pinesdale,1438,0
marstons,1894,0
tolstoy,425,1
woodbine,1737,2
beechwood,1026,2
coffeen,204,3
shelbyville,1073,1
hanson,1034,8
newfields,721,1
tolstoy,1644,5
stockman,1338,1
hanson,917,1
pinesdale,1343,2
lakeville,368,14
hiteman,1816,12
coffeen,1087,2
leonardo,549,0
newfields,69,1
klickitat,2336,2
woodbine,581,2
shelbyville,710,4
beechwood,539,4
stockman,364,4
merom,440,2
merom,682,1
hanson,504,15
hanson,1619,5
shelbyville,1129,2
coffeen,199,1
pomaria,414,8
beechwood,450,0
lindenwood,770,8
mifflinburg,974,0
coffeen,431,2
hiteman,953,2
leonardo,1000,14
tolstoy,483,9
wainscott,136,6
marstons,2516,2
forkland,719,0
pomaria,1309,0
shelbyville,575,18
lindenwood,374,2
leonardo,1309,5
stockman,494,2
newfields,1159,8
woodbine,539,14
tolstoy,113,2
klickitat,1649,7
hiteman,102,0
marstons,2086,1
shelbyville,1722,4
ranchester,547,1
lindenwood,713,5
klickitat,1532,3
newfields,1441,2
klickitat,1408,2
lindenwood,819,17
merom,1041,0
coffeen,471,4
woodbine,1358,1
klickitat,1301,1
coffeen,560,5
pomaria,264,0
hanson,995,0
newfields,254,3
mifflinburg,10,3
leonardo,1967,2
forkland,1031,3
tolstoy,1116,2
hanson,6,4
marstons,1136,0
mifflinburg,898,1
tolstoy,1087,1
benevolence,326,1
ranchester,636,1
woodbine,1074,6
klickitat,3,3
lakeville,731,15
ranchester,895,6
leonardo,174,0
leonardo,594,2
marstons,1546,5
wainscott,1573,2
cosmos,893,10
newfields,744,1
lakeville,1151,5
marstons,1877,1
hiteman,1786,1
shelbyville,895,9
tolstoy,782,5
ranchester,592,2
newfields,1286,0
beechwood,641,1
cosmos,849,0
klickitat,1169,0
lakeville,1033,3
cosmos,124,11
wainscott,354,3
lindenwood,1901,1
tolstoy,897,10
forkland,517,3
marstons,947,5
leonardo,445,6
shelbyville,388,0
beechwood,1126,1
klickitat,2229,4
leonardo,2049,4
woodbine,691,10
leonardo,1142,2
shelbyville,554,3
lakeville,1185,0
pinesdale,486,4
lindenwood,2197,4
hanson,311,1
marstons,1714,7
klickitat,138,7
stockman,629,5
coffeen,788,0
wainscott,985,1
klickitat,692,7
cosmos,252,5
forkland,1,1
woodbine,1598,6
hiteman,315,0
shelbyville,2675,2
pomaria,187,6
ranchester,190,5
forkland,545,0
tolstoy,559,1
coffeen,158,7
pinesdale,139,3
leonardo,1076,0
merom,1071,10
pomaria,1300,7
hanson,1536,5
cosmos,868,0
lakeville,1618,1
pomaria,1490,4
shelbyville,1293,3
leonardo,26,2
newfields,1203,3
merom,667,1
hanson,560,2
woodbine,529,6
marstons,1801,4
klickitat,188,8
lindenwood,2467,4
tolstoy,724,5
onaga,578,0
newfields,766,7
woodbine,935,0
klickitat,702,3
marstons,585,18
lakeville,903,3
ranchester,1504,0
klickitat,1037,8
marstons,1256,2
woodbine,1345,2
pomaria,380,2
coffeen,536,2
woodbine,114,6
hanson,378,6
pomaria,458,2
merom,924,7
benevolence,633,5
klickitat,1048,0
newfields,718,4
shelbyville,2,11
benevolence,618,1
mifflinburg,771,0
leonardo,968,1
woodbine,1217,2
pomaria,574,10
marstons,1279,1
woodbine,1128,4
tolstoy,394,0
tolstoy,1780,0
tolstoy,1356,7
ranchester,934,1
woodbine,515,7
marstons,2399,2
merom,43,2
pinesdale,36,5
stockman,157,2
marstons,730,1
hanson,649,2
lakeville,854,4
tolstoy,1389,4
pomaria,476,5
lindenwood,2070,5
woodbine,1336,2
stockman,1197,3
tolstoy,86,5
woodbine,171,14
leonardo,987,4
woodbine,1800,0
forkland,956,7
stockman,439,7
ranchester,1347,1
hanson,1546,2
hiteman,1709,3
cosmos,567,6
hanson,779,11
pomaria,1032,4
leonardo,190,1
klickitat,1686,9
beechwood,464,7
newfields,1036,0
hiteman,628,2
pomaria,743,6
tolstoy,981,7
shelbyville,2519,2
woodbine,559,3
woodbine,982,3
allensville,368,4
wainscott,550,3
shelbyville,829,1
onaga,596,6
leonardo,1213,16
woodbine,673,4
klickitat,32,2
leonardo,445,3
hanson,1390,2
lakeville,1851,4
marstons,2298,2
forkland,285,0
woodbine,692,7
shelbyville,1441,2
lakeville,406,5
lindenwood,10,4
lakeville,1642,7
onaga,37,0
marstons,981,2
hanson,1553,12
lindenwood,1478,0
shelbyville,2629,1
marstons,2081,3
lakeville,1231,9
klickitat,1881,10
woodbine,751,1
forkland,475,0
hiteman,1431,1
klickitat,1987,1
stockman,1202,0
lindenwood,235,1
shelbyville,2405,14
tolstoy,1509,1
lindenwood,1459,2
cosmos,240,3
wainscott,298,1
hanson,1058,6
shelbyville,2658,2
woodbine,909,0
merom,283,0
wainscott,1583,10
leonardo,1282,1
benevolence,192,5
ranchester,1162,8
newfields,514,1
beechwood,977,3
tolstoy,886,8
lindenwood,1171,1
stockman,1510,2
shelbyville,1225,3
lakeville,1619,7
pomaria,615,2
leonardo,449,6
pomaria,1511,2
stockman,205,5
pomaria,494,1
klickitat,2105,5
woodbine,890,1
shelbyville,879,5
wainscott,989,3
hanson,1245,1
woodbine,100,5
beechwood,955,0
hanson,694,3
newfields,1159,6
leonardo,269,0
forkland,866,2
wainscott,1599,8
tolstoy,1693,14
lakeville,1508,1
coffeen,736,1
ranchester,1139,2
leonardo,657,3
wainscott,851,8
pomaria,1398,3
shelbyville,64,0
leonardo,1522,9
leonardo,1708,2
tolstoy,420,11
shelbyville,1402,7
shelbyville,2478,1
pinesdale,1487,7
shelbyville,2309,9
beechwood,662,5
hanson,26,1
newfields,1622,3
pomaria,1145,1
marstons,1105,1
leonardo,1071,0
leonardo,596,3
hanson,694,7
woodbine,1444,1
wainscott,1605,7
pomaria,1340,0
lindenwood,525,1
lindenwood,2077,5
lindenwood,1205,0
wainscott,901,10
woodbine,617,6
lindenwood,145,10
wainscott,972,10
pomaria,90,2
stockman,1039,3
ranchester,539,2
lakeville,1897,0
wainscott,433,7
shelbyville,2230,6
shelbyville,1105,10
merom,979,1
lindenwood,1186,1
marstons,1840,6
cosmos,730,5
lindenwood,1342,7
marstons,2113,11
marstons,1105,0
shelbyville,11,3
cosmos,698,6
cosmos,357,5
